City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Shenxian,CN,2021-02-03 06:28:58,36.2411,115.6672,53.47,30,0,15.99
292,Port Keats,AU,2021-02-03 06:28:59,-14.25,129.55,89.06,63,100,5.55
293,Marienburg,PL,2021-02-03 06:28:59,54.0359,19.0266,27.0,93,75,1.14
294,Isla Mujeres,MX,2021-02-03 06:28:59,21.2311,-86.731,69.01,88,20,7.99
295,Bang Saphan,TH,2021-02-03 06:28:59,11.2126,99.5117,87.8,74,40,9.22
296,Hit,IQ,2021-02-03 06:28:59,33.6416,42.8251,56.19,51,9,5.82
297,Armilla,ES,2021-02-03 06:28:59,37.141,-3.6185,48.99,93,90,3.44
298,Zhezkazgan,KZ,2021-02-03 06:28:22,47.8043,67.7144,24.37,93,100,7.14
299,Urengoy,RU,2021-02-03 06:28:59,65.9667,78.3667,5.67,95,88,3.22
300,Krasnozerskoye,RU,2021-02-03 06:28:59,53.9828,79.2374,22.55,98,100,17.98
301,Kanniyakumari,IN,2021-02-03 06:28:59,8.0833,77.5667,81.37,65,21,24.47
302,Saint-Philippe,RE,2021-02-03 06:26:22,-21.3585,55.7679,84.99,65,75,19.57
303,Balingasay,PH,2021-02-03 06:29:00,16.3573,119.8564,80.58,65,2,8.9
304,Salisbury,GB,2021-02-03 06:24:41,51.0693,-1.7957,45.0,93,75,3.44
305,Shenzhen,CN,2021-02-03 06:24:28,22.5455,114.0683,72.0,60,0,8.95
306,Lamar,US,2021-02-03 06:23:25,33.6668,-95.5836,41.0,75,1,8.05
307,Half Moon Bay,US,2021-02-03 06:26:59,37.4636,-122.4286,50.0,93,75,5.12
308,Mwinilunga,ZM,2021-02-03 06:27:48,-11.7358,24.4293,63.7,96,100,2.57
309,Kesova Gora,RU,2021-02-03 06:29:00,57.5836,37.2922,15.51,95,100,12.08
310,Amahai,ID,2021-02-03 06:29:00,-3.3333,128.9167,84.38,72,79,6.08
311,Port Augusta,AU,2021-02-03 06:29:01,-32.5,137.7667,89.01,21,57,12.66
312,Riyadh,SA,2021-02-03 06:23:03,24.6877,46.7219,60.8,47,0,2.3
313,Salalah,OM,2021-02-03 06:26:53,17.0151,54.0924,78.8,24,0,1.14
314,Camacha,PT,2021-02-03 06:27:57,33.0833,-16.3333,60.8,94,75,3.44
315,Petropavlovsk-Kamchatskiy,RU,2021-02-03 06:27:19,53.0452,158.6483,17.6,93,90,4.47
316,Bayji,IQ,2021-02-03 06:29:01,34.9311,43.487,54.41,49,0,6.91
317,Brainerd,US,2021-02-03 06:29:01,46.358,-94.2008,19.4,86,1,5.75
318,Mogadishu,SO,2021-02-03 06:29:01,2.0371,45.3438,78.8,61,20,19.57
319,Sassandra,CI,2021-02-03 06:29:01,4.95,-6.0833,75.81,94,57,4.56
320,Hammerfest,NO,2021-02-03 06:29:02,70.6634,23.6821,23.0,80,75,4.61
321,Russell,US,2021-02-03 06:28:25,32.3502,-85.1999,35.6,60,1,5.75
322,Lusambo,CD,2021-02-03 06:29:02,-4.9667,23.45,73.89,77,100,0.45
323,Keetmanshoop,NA,2021-02-03 06:29:02,-26.5833,18.1333,71.6,60,0,4.61
324,Kaili,ID,2021-02-03 06:29:02,-3.4626,120.2147,80.62,75,96,1.99
325,Nioro,GM,2021-02-03 06:29:02,13.35,-15.75,66.56,27,4,3.09
326,Kushima,JP,2021-02-03 06:29:02,31.4583,131.2333,51.8,46,20,16.11
327,Njeru,UG,2021-02-03 06:29:02,0.4186,33.1731,74.93,65,62,3.11
328,Qalyub,EG,2021-02-03 06:29:03,30.1792,31.2056,62.6,34,0,9.22
329,Sisimiut,GL,2021-02-03 06:25:50,66.9395,-53.6735,-5.31,80,0,13.42
330,Gornopravdinsk,RU,2021-02-03 06:29:03,60.05,69.9,7.84,95,76,6.02
331,Barrow,US,2021-02-03 06:26:20,71.2906,-156.7887,-25.6,68,1,14.97
332,Najran,SA,2021-02-03 06:29:03,17.4924,44.1277,66.2,27,0,1.83
333,Kilindoni,TZ,2021-02-03 06:29:03,-7.9139,39.6668,80.76,73,23,5.32
334,Jumla,NP,2021-02-03 06:26:37,29.2747,82.1838,52.93,29,0,6.69
335,Ribeira Grande,PT,2021-02-03 06:26:19,38.5167,-28.7,57.22,64,32,28.27
336,Alugan,PH,2021-02-03 06:29:03,12.2188,125.4808,82.62,72,97,14.88
337,Namatanai,PG,2021-02-03 06:26:30,-3.6667,152.4333,82.47,75,89,5.86
338,Tambun,ID,2021-02-03 06:28:29,-6.2641,107.0712,87.01,83,75,9.22
339,Isangel,VU,2021-02-03 06:26:39,-19.55,169.2667,86.0,74,75,11.5
340,Launceston,AU,2021-02-03 06:29:04,-41.45,147.1667,73.99,37,90,21.85
341,El Bagre,CO,2021-02-03 06:26:02,7.5927,-74.8086,73.98,96,77,2.33
342,Zelenets,RU,2021-02-03 06:29:04,61.8849,50.7489,14.0,85,20,8.95
343,Vilhena,BR,2021-02-03 06:24:50,-12.7406,-60.1458,69.48,98,97,2.39
344,Ukiah,US,2021-02-03 06:25:32,39.1502,-123.2078,42.8,81,1,2.21
345,Polahongon,PH,2021-02-03 06:29:04,10.5288,124.9694,84.24,62,74,10.31
346,Berbera,SO,2021-02-03 06:26:29,10.4396,45.0143,76.59,57,41,8.16
347,Ust-Omchug,RU,2021-02-03 06:29:04,61.15,149.6333,-29.76,80,76,8.59
348,Cahors,FR,2021-02-03 06:29:04,44.4167,1.3333,54.0,100,0,4.61
349,Praya,CV,2021-02-03 06:27:47,14.9215,-23.5087,69.8,78,0,14.97
350,Adrar,MR,2021-02-03 06:26:18,20.5022,-10.0711,64.18,28,43,6.78
351,Estelle,US,2021-02-03 06:29:05,29.8458,-90.1067,48.99,57,1,5.75
352,Samoylovka,RU,2021-02-03 06:29:05,51.184,43.7081,35.46,98,100,7.0
353,Zabol,AF,2021-02-03 06:29:05,32.25,67.25,41.68,60,0,1.36
354,Merauke,ID,2021-02-03 06:25:07,-8.4667,140.3333,86.23,73,94,10.8
355,Ngunguru,NZ,2021-02-03 06:29:05,-35.6167,174.5,73.0,65,0,7.0
356,La Romana,DO,2021-02-03 06:28:15,18.4273,-68.9728,75.2,88,20,5.73
357,Honiara,SB,2021-02-03 06:29:05,-9.4333,159.95,77.25,88,100,7.36
358,Winston-Salem,US,2021-02-03 06:25:56,36.0999,-80.2442,30.99,40,20,21.85
359,Port Macquarie,AU,2021-02-03 06:28:49,-31.4333,152.9167,79.0,60,27,1.01
360,Barcelos,PT,2021-02-03 06:29:06,41.5388,-8.6151,55.4,94,75,9.22
361,Porosozero,RU,2021-02-03 06:29:06,62.7191,32.727,4.64,94,88,7.65
362,Ogre,LV,2021-02-03 06:29:06,56.8162,24.614,28.4,93,75,3.44
363,Kungurtug,RU,2021-02-03 06:28:27,50.5994,97.5228,15.76,86,26,1.54
364,Cabo Rojo,PR,2021-02-03 06:29:06,18.0866,-67.1457,73.99,93,8,1.99
365,Wanning,CN,2021-02-03 06:27:11,18.8003,110.3967,74.41,66,72,8.57
366,Tutoia,BR,2021-02-03 06:28:07,-2.7619,-42.2744,77.85,80,0,12.26
367,Maposeni,TZ,2021-02-03 06:29:06,-10.5833,35.4,72.77,84,38,2.06
368,Mananara,MG,2021-02-03 06:29:06,-16.1667,49.7667,82.85,69,71,6.91
369,Hohhot,CN,2021-02-03 06:25:47,40.8106,111.6522,28.4,24,0,13.42
370,Kingston,JM,2021-02-03 06:27:23,17.997,-76.7936,75.2,64,75,19.57
371,Port-Gentil,GA,2021-02-03 06:26:33,-0.7193,8.7815,80.6,94,40,4.61
372,Roma,US,2021-02-03 06:21:23,43.2128,-75.4557,27.0,86,90,9.22
373,Lasa,IT,2021-02-03 06:27:39,46.6166,10.7002,36.0,100,75,2.3
374,Seymchan,RU,2021-02-03 06:29:07,62.8833,152.4333,-20.06,86,100,4.09
375,Kobryn,BY,2021-02-03 06:29:07,52.2138,24.3564,35.6,93,90,6.71
376,Senanga,ZM,2021-02-03 06:29:07,-16.1167,23.2667,68.0,91,100,8.75
377,Rio Grande,BR,2021-02-03 06:22:25,-32.035,-52.0986,71.01,98,86,5.59
378,Bud,US,2021-02-03 06:27:07,39.447,-86.1758,28.0,84,49,9.1
379,Terrace,CA,2021-02-03 06:29:08,54.5163,-128.6035,30.2,74,20,13.8
380,Altinho,BR,2021-02-03 06:29:08,-8.4897,-36.0594,67.37,94,94,2.48
381,Kendari,ID,2021-02-03 06:29:08,-3.945,122.4989,87.46,64,99,4.14
382,Nuevo Progreso,MX,2021-02-03 06:29:08,23.1667,-97.95,59.0,91,58,5.08
383,Cangucu,BR,2021-02-03 06:29:08,-31.395,-52.6756,71.01,98,82,3.31
384,Kahului,US,2021-02-03 06:26:26,20.8947,-156.47,71.6,73,20,3.44
385,Mapimi,MX,2021-02-03 06:29:08,25.8167,-103.85,60.01,46,69,1.86
386,Udachnyy,RU,2021-02-03 06:27:15,66.4167,112.4,-22.58,84,100,16.4
387,Boende,CD,2021-02-03 06:29:08,-0.2167,20.8667,75.42,81,11,2.35
388,Segovia,ES,2021-02-03 06:29:08,41.1667,-4.0,46.99,93,3,10.89
389,Batagay,RU,2021-02-03 06:29:09,67.6333,134.6333,-43.58,75,54,3.18
390,Tessalit,ML,2021-02-03 06:26:37,20.1986,1.0114,63.1,24,40,12.35
391,Maksatikha,RU,2021-02-03 06:29:09,57.797,35.8825,18.1,94,100,10.18
392,Benghazi,LY,2021-02-03 06:29:09,32.1167,20.0667,60.67,73,83,3.6
393,Souillac,MU,2021-02-03 06:26:17,-20.5167,57.5167,84.2,70,75,11.5
394,Vila Velha,BR,2021-02-03 06:28:15,-20.3297,-40.2925,77.0,83,20,3.44
395,Igarka,RU,2021-02-03 06:29:09,67.4667,86.5833,-4.9,91,100,9.57
396,Taltal,CL,2021-02-03 06:27:05,-25.4,-70.4833,63.57,77,6,4.23
397,Maldonado,UY,2021-02-03 06:29:09,-34.6667,-54.9167,71.6,94,40,5.75
398,Odweyne,SO,2021-02-03 06:29:10,9.4092,45.064,72.43,22,50,18.34
399,Pacific Grove,US,2021-02-03 06:22:51,36.6177,-121.9166,51.8,87,20,5.75
400,Champerico,GT,2021-02-03 06:27:43,14.3,-91.9167,66.0,93,0,2.04
401,Acari,PE,2021-02-03 06:29:10,-15.4311,-74.6158,71.15,64,78,3.36
402,Angoche,MZ,2021-02-03 06:28:18,-16.2325,39.9086,84.87,68,88,1.61
403,Krasnoarmeysk,RU,2021-02-03 06:27:25,51.0239,45.6969,28.0,96,100,1.01
404,Belaya Gora,RU,2021-02-03 06:28:32,68.5333,146.4167,-21.71,87,58,1.66
405,La Ronge,CA,2021-02-03 06:26:53,55.1001,-105.2842,17.6,86,100,4.61
406,Hamilton,US,2021-02-03 06:25:31,39.1834,-84.5333,27.0,80,20,11.5
407,Alor Setar,MY,2021-02-03 06:29:11,6.121,100.3601,89.6,51,20,9.22
408,Wuwei,CN,2021-02-03 06:29:11,37.9281,102.6414,36.84,50,0,5.84
409,Dalvik,IS,2021-02-03 06:29:11,65.9702,-18.5286,10.4,79,0,4.61
410,Port Blair,IN,2021-02-03 06:27:08,11.6667,92.75,81.93,63,49,15.75
411,Takayama,JP,2021-02-03 06:29:11,36.1333,137.25,37.99,87,75,5.75
412,Hirna,ET,2021-02-03 06:29:11,9.2167,41.1,66.33,25,12,4.21
413,Casino,AU,2021-02-03 06:29:11,-28.8667,153.05,80.6,57,37,13.8
414,Gumdag,TM,2021-02-03 06:29:11,39.2061,54.5906,47.79,63,73,12.82
415,Talavera De La Reina,ES,2021-02-03 06:29:12,39.9635,-4.8308,48.81,89,83,3.87
416,Awjilah,LY,2021-02-03 06:29:12,29.1081,21.2869,52.83,67,33,10.38
417,Bay Roberts,CA,2021-02-03 06:27:09,47.5999,-53.2648,30.0,86,90,19.57
418,Qaqortoq,GL,2021-02-03 06:26:29,60.7167,-46.0333,15.8,48,40,9.22
419,Bathsheba,BB,2021-02-03 06:26:52,13.2167,-59.5167,77.0,78,75,18.41
420,Svetlyy,RU,2021-02-03 06:29:12,54.675,20.1347,28.4,93,40,4.47
421,North Myrtle Beach,US,2021-02-03 06:29:12,33.816,-78.68,37.99,62,60,19.01
422,Deputatskiy,RU,2021-02-03 06:26:44,69.3,139.9,-26.21,88,100,2.21
423,Alvaraes,BR,2021-02-03 06:29:12,-3.2208,-64.8042,72.41,98,100,2.33
424,Illela,NG,2021-02-03 06:29:12,13.7292,5.2975,67.17,19,0,11.81
425,Rocha,UY,2021-02-03 06:27:32,-34.4833,-54.3333,67.98,94,97,4.45
426,Mari-Turek,RU,2021-02-03 06:29:13,56.7895,49.6235,6.53,95,64,3.78
427,Elizabeth City,US,2021-02-03 06:29:13,36.2946,-76.2511,35.6,60,90,10.36
428,Fort William,GB,2021-02-03 06:29:13,56.8165,-5.1121,37.99,73,100,5.99
429,Pangnirtung,CA,2021-02-03 06:27:15,66.1451,-65.7125,-14.89,74,100,1.21
430,Acapulco,MX,2021-02-03 06:28:49,16.8634,-99.8901,74.23,76,0,3.44
431,Lazaro Cardenas,MX,2021-02-03 06:28:05,17.9583,-102.2,73.56,82,0,2.37
432,Ambovombe,MG,2021-02-03 06:29:13,-25.1667,46.0833,85.91,62,0,11.14
433,Ancud,CL,2021-02-03 06:26:27,-41.8697,-73.8203,53.01,93,0,3.44
434,Cap Malheureux,MU,2021-02-03 06:26:35,-19.9842,57.6142,86.0,65,2,11.01
435,Aktash,RU,2021-02-03 06:29:13,50.3,87.7333,17.4,92,48,3.96
436,Mkuranga,TZ,2021-02-03 06:29:14,-7.118,39.2078,81.93,69,72,4.92
437,Terre Haute,US,2021-02-03 06:26:09,39.4667,-87.4139,26.6,80,90,3.44
438,Lodwar,KE,2021-02-03 06:29:14,3.1191,35.5973,87.58,31,0,18.81
439,Kiama,AU,2021-02-03 06:24:17,-34.6833,150.8667,75.0,66,51,5.01
440,Bogorodskoye,RU,2021-02-03 06:27:17,56.55,37.8833,15.01,95,100,10.2
441,Chara,RU,2021-02-03 06:29:14,56.9064,118.2631,-17.66,75,31,1.1
442,Vao,NC,2021-02-03 06:27:31,-22.6667,167.4833,76.5,83,73,40.67
443,Ankang,CN,2021-02-03 06:28:20,32.68,109.0172,62.26,30,27,1.25
444,Huarmey,PE,2021-02-03 06:26:40,-10.0681,-78.1522,68.88,76,28,5.35
445,Taoudenni,ML,2021-02-03 06:28:44,22.6783,-3.9836,68.09,25,94,11.34
446,Kismayo,SO,2021-02-03 06:29:14,-0.3582,42.5454,80.11,71,76,14.38
447,Sabratah,LY,2021-02-03 06:29:15,32.7933,12.4885,57.13,76,0,4.54
448,Rastede,DE,2021-02-03 06:29:15,53.25,8.2,35.01,98,100,1.01
449,Maxixe,MZ,2021-02-03 06:29:15,-23.8597,35.3472,84.2,84,40,2.3
450,Banjar,ID,2021-02-03 06:29:15,-8.19,114.9675,84.2,79,20,6.91
451,Tiarei,PF,2021-02-03 06:28:27,-17.5333,-149.3333,82.4,74,20,8.05
452,Amol,IR,2021-02-03 06:29:15,36.4696,52.3507,57.92,44,0,1.88
453,Flinders,AU,2021-02-03 06:27:34,-34.5833,150.8552,71.01,66,74,5.01
454,Nago,JP,2021-02-03 06:28:26,26.5881,127.9761,66.2,52,90,8.05
455,Sorland,NO,2021-02-03 06:28:04,67.667,12.6934,14.0,73,0,2.3
456,Dhidhdhoo,MV,2021-02-03 06:28:41,6.8833,73.1,81.48,68,100,3.91
457,Halifax,CA,2021-02-03 06:27:51,44.6453,-63.5724,48.0,100,100,8.05
458,Wadowice,PL,2021-02-03 06:29:16,49.8834,19.4929,37.0,100,75,2.3
459,Port Hawkesbury,CA,2021-02-03 06:26:56,45.6169,-61.3485,43.0,100,90,16.11
460,Chekhov,RU,2021-02-03 06:29:16,55.1431,37.4711,17.01,95,99,7.02
461,Westport,US,2021-02-03 06:25:54,41.1415,-73.3579,28.99,74,90,11.5
462,Havelock,US,2021-02-03 06:29:16,34.8791,-76.9013,35.6,51,1,13.8
463,Mankato,US,2021-02-03 06:29:16,44.1636,-93.9994,19.4,100,90,13.8
464,Kyabe,TD,2021-02-03 06:29:16,9.4515,18.9449,72.52,21,17,5.53
465,Muzhi,RU,2021-02-03 06:29:16,65.3667,64.6667,2.64,91,40,1.57
466,Beringovskiy,RU,2021-02-03 06:26:33,63.05,179.3167,9.34,95,100,7.78
467,Katsuura,JP,2021-02-03 06:27:03,35.1333,140.3,50.0,40,20,8.05
468,Sambava,MG,2021-02-03 06:26:16,-14.2667,50.1667,85.91,59,66,6.69
469,High Level,CA,2021-02-03 06:27:31,58.5169,-117.136,-7.6,77,90,10.36
470,Rovaniemi,FI,2021-02-03 06:25:39,66.5,25.7167,12.2,92,90,6.91
471,Iranshahr,IR,2021-02-03 06:29:17,27.2025,60.6848,66.2,15,0,1.9
472,Acoua,YT,2021-02-03 06:29:17,-12.7239,45.0582,80.6,83,90,17.27
473,Alofi,NU,2021-02-03 06:27:16,-19.0595,-169.9187,80.6,89,100,6.91
474,Usinsk,RU,2021-02-03 06:29:17,65.9939,57.5281,5.47,95,98,11.5
475,Tura,IN,2021-02-03 06:28:29,25.5198,90.2201,77.61,33,0,3.56
476,Nawada,IN,2021-02-03 06:29:17,24.8833,85.5333,69.8,49,20,6.91
477,Chamonix-Mont-Blanc,FR,2021-02-03 06:29:18,45.9238,6.8693,39.99,98,99,1.01
478,Waiouru,NZ,2021-02-03 06:29:18,-39.4833,175.6667,68.59,46,0,6.11
479,Baiyin,CN,2021-02-03 06:26:45,36.5583,104.2081,37.4,13,0,4.47
480,Ginda,IN,2021-02-03 06:29:18,30.6945,78.4932,58.84,29,0,5.79
481,Prince George,CA,2021-02-03 06:24:58,53.9166,-122.753,10.4,79,90,5.75
482,Borba,BR,2021-02-03 06:29:18,-4.3878,-59.5939,74.08,97,51,1.63
483,Puerto Madryn,AR,2021-02-03 06:29:18,-42.7692,-65.0385,71.65,39,0,13.76
484,Boddam,GB,2021-02-03 06:29:18,57.4667,-1.7833,37.4,81,75,11.5
485,Gillette,US,2021-02-03 06:29:19,44.2911,-105.5022,46.4,42,1,29.93
486,Bengkulu,ID,2021-02-03 06:26:23,-3.8004,102.2655,86.58,62,89,9.64
487,Lanzhou,CN,2021-02-03 06:29:19,36.0564,103.7922,37.4,13,0,4.47
488,Burnie,AU,2021-02-03 06:28:11,-41.0667,145.9167,69.01,51,23,8.01
489,Kirakira,SB,2021-02-03 06:27:35,-10.4544,161.9205,81.14,82,100,9.84
490,Nurota,UZ,2021-02-03 06:29:19,40.5614,65.6886,48.2,76,0,6.91
491,Bam,IR,2021-02-03 06:29:19,29.106,58.357,59.27,30,0,2.26
492,College,US,2021-02-03 06:26:14,64.8569,-147.8028,-18.4,76,1,5.75
493,Duluth,US,2021-02-03 06:26:25,46.7833,-92.1066,17.6,92,1,2.51
494,Villazon,BO,2021-02-03 06:29:20,-22.0866,-65.5942,50.0,75,100,6.26
495,Sangar,RU,2021-02-03 06:29:20,63.9242,127.4739,-39.96,79,100,8.7
496,Afua,BR,2021-02-03 06:29:20,-0.1567,-50.3867,75.45,93,58,3.8
497,Umm Kaddadah,SD,2021-02-03 06:29:20,13.6017,26.6876,75.36,19,2,11.52
498,Smithers,CA,2021-02-03 06:26:34,54.7804,-127.1743,21.2,79,90,4.61
499,Guatire,VE,2021-02-03 06:29:20,10.4762,-66.5427,75.2,64,40,2.37
500,Yar-Sale,RU,2021-02-03 06:27:37,66.8333,70.8333,7.0,95,93,2.42
501,Marsh Harbour,BS,2021-02-03 06:26:44,26.5412,-77.0636,62.02,68,10,23.87
502,Dunedin,NZ,2021-02-03 06:25:59,-45.8742,170.5036,55.99,79,73,4.0
503,Hegra,NO,2021-02-03 06:29:21,63.4644,11.114,-2.2,84,0,9.22
504,Jiazi,CN,2021-02-03 06:29:21,22.8779,116.067,67.91,52,11,17.54
505,Ferme-Neuve,CA,2021-02-03 06:29:21,46.7001,-75.4493,24.8,63,100,12.66
506,Guasdualito,VE,2021-02-03 06:29:21,7.2424,-70.7324,74.28,63,21,2.95
507,Springdale,US,2021-02-03 06:24:52,36.1867,-94.1288,37.4,60,1,3.44
508,Kutum,SD,2021-02-03 06:26:16,14.2,24.6667,68.52,23,0,12.68
509,Charters Towers,AU,2021-02-03 06:28:38,-20.1,146.2667,89.13,45,49,9.82
510,Bunbury,AU,2021-02-03 06:29:21,-33.3333,115.6333,83.46,38,1,20.51
511,Batsfjord,NO,2021-02-03 06:29:21,70.6345,29.7185,26.6,63,75,25.32
512,Arona,ES,2021-02-03 06:24:34,28.0996,-16.681,57.2,82,20,5.75
513,Port-Cartier,CA,2021-02-03 06:29:22,50.0334,-66.8654,28.99,93,100,14.97
514,Socorro,US,2021-02-03 06:28:55,31.6546,-106.3033,55.4,30,75,3.44
515,Nome,US,2021-02-03 06:28:22,64.5011,-165.4064,10.4,56,90,14.97
516,Maniitsoq,GL,2021-02-03 06:29:22,65.4167,-52.9,-1.34,75,0,7.63
517,Sibolga,ID,2021-02-03 06:29:22,1.7427,98.7792,86.07,65,99,5.28
518,Komsomolskiy,UZ,2021-02-03 06:28:20,40.4272,71.7189,50.0,53,0,2.3
519,Jinxiang,CN,2021-02-03 06:29:22,27.4327,120.6062,57.04,61,77,5.79
520,Aleksandriya,RU,2021-02-03 06:29:22,45.0947,43.2456,46.96,55,57,1.32
521,Eyl,SO,2021-02-03 06:26:54,7.9803,49.8164,78.12,51,62,16.11
522,Sosnytsya,UA,2021-02-03 06:29:22,51.5239,32.4999,24.1,99,87,8.55
523,Ermelo,ZA,2021-02-03 06:29:22,-26.5333,29.9833,57.2,100,100,10.36
524,Ndioum,SN,2021-02-03 06:29:23,16.5129,-14.6471,64.4,45,0,2.3
525,Bandarbeyla,SO,2021-02-03 06:26:54,9.4942,50.8122,75.6,57,81,18.75
526,Brooks,CA,2021-02-03 06:29:23,50.5834,-111.8851,12.2,79,87,12.66
527,Jaitaran,IN,2021-02-03 06:29:23,26.2031,73.9364,77.23,18,0,3.38
528,Tongren,CN,2021-02-03 06:29:23,27.7172,109.1853,49.55,78,97,0.2
529,Srednekolymsk,RU,2021-02-03 06:28:31,67.45,153.6833,-24.38,86,99,2.89
530,Kalengwa,ZM,2021-02-03 06:29:23,-13.4659,25.0027,63.9,99,100,5.26
531,Midland,US,2021-02-03 06:29:11,31.9974,-102.0779,57.2,33,1,11.5
532,Abhar,IR,2021-02-03 06:29:23,36.1468,49.218,45.07,51,1,4.41
533,Port Hedland,AU,2021-02-03 06:29:23,-20.3167,118.5667,89.6,62,19,18.41
534,Soria,ES,2021-02-03 06:29:11,41.6667,-2.6667,40.24,89,26,9.75
535,Hurghada,EG,2021-02-03 06:26:43,27.2574,33.8129,59.0,67,0,12.53
536,Panguna,PG,2021-02-03 06:29:24,-6.3164,155.4848,75.02,93,100,2.62
537,Lagunas,PE,2021-02-03 06:29:24,-5.2269,-75.6753,73.47,96,99,1.66
538,Cikupa,ID,2021-02-03 06:29:24,-6.2364,106.5083,87.01,78,40,13.8
539,Neepawa,CA,2021-02-03 06:29:24,50.2289,-99.4664,12.2,92,40,9.24
540,Lilongwe,MW,2021-02-03 06:29:24,-13.9669,33.7873,71.6,78,40,10.36
541,Cacu,BR,2021-02-03 06:29:24,-18.5567,-51.1308,72.91,79,99,1.81
542,Asau,RO,2021-02-03 06:27:19,46.4333,26.4,37.99,69,45,6.42
543,Christchurch,NZ,2021-02-03 06:27:13,-43.5333,172.6333,69.8,64,24,5.75
544,Fagernes,NO,2021-02-03 06:29:25,60.9858,9.2324,-0.99,80,0,2.08
545,Guarapari,BR,2021-02-03 06:28:12,-20.6667,-40.4975,77.0,83,20,3.44
546,Kasese,UG,2021-02-03 06:29:25,0.1833,30.0833,78.44,39,80,1.81
547,Masakin,TN,2021-02-03 06:29:25,35.7292,10.5808,54.0,93,40,5.75
548,Novouzensk,RU,2021-02-03 06:29:25,50.4592,48.1431,34.14,99,100,0.89
549,Saint-Francois,FR,2021-02-03 06:26:44,46.4154,3.9054,53.6,82,0,8.05
550,Maneadero,MX,2021-02-03 06:29:25,31.7167,-116.5667,57.99,90,98,1.99
551,Komyshnya,UA,2021-02-03 06:29:25,50.1859,33.684,30.85,99,100,8.32
552,Vestmannaeyjar,IS,2021-02-03 06:26:23,63.4427,-20.2734,38.3,84,91,35.5
